date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:20:55	912712/912712	---M--	200	added ('OK')	image/png	etag:%222ae502a05a26ce9fd02d5f16b78e9058%22	https://cdn.prod.website-files.com/60cb52c2404d62254c4e0481/63a00a38de9394b80b4243e0_034_How%20I%20Doubled%20My%20Income%20In%20A%20Year.png	C:/Users/Lucas/Site%20Paloma/cdn.prod.website-files.com/60cb52c2404d62254c4e0481/63a00a38de9394b80b4243e0_034_How%20I%20Doubled%20My%20Income%20In%20A%20Year.png	(from https://www.palomasouzaoff.com/blog)
19:20:56	33985/33985	---MCZ	200	added ('OK')	text/html	date:Sun,%2020%20Jul%202025%2016:48:53%20GMT	https://www.palomasouzaoff.com/blog/6-ways-to-boost-productivity-using-chatgpt	C:/Users/Lucas/Site%20Paloma/www.palomasouzaoff.com/blog/6-ways-to-boost-productivity-using-chatgpt.html	(from https://www.palomasouzaoff.com/blog)
19:20:57	6370/6370	---M--	502	error ('Bad%20Gateway')	text/html	date:Tue,%2022%20Jul%202025%2022:20:57%20GMT	https://www.palomasouzaoff.com/blog/i-had-creative-burnout	C:/Users/Lucas/Site%20Paloma/www.palomasouzaoff.com/blog/i-had-creative-burnout	(from https://www.palomasouzaoff.com/blog)
19:20:57	361960/361960	---M--	200	added ('OK')	image/png	etag:%222ade0e2fa9a5711bab9bbf225a7f5020%22	https://cdn.prod.website-files.com/60cb52c2404d62254c4e0481/6384ca91ee70735d7a8e9ac6_creative-burnout.png	C:/Users/Lucas/Site%20Paloma/cdn.prod.website-files.com/60cb52c2404d62254c4e0481/6384ca91ee70735d7a8e9ac6_creative-burnout.png	(from https://www.palomasouzaoff.com/blog)
19:20:57	1172671/1172671	---M--	200	added ('OK')	image/png	etag:%220b6b96c97cde66cc7ab8d569227bc5fc%22	https://cdn.prod.website-files.com/60cb52c2404d62254c4e0481/639161777ab06a99bfe4ece9_033_6WaysToUseChatGPT.png	C:/Users/Lucas/Site%20Paloma/cdn.prod.website-files.com/60cb52c2404d62254c4e0481/639161777ab06a99bfe4ece9_033_6WaysToUseChatGPT.png	(from https://www.palomasouzaoff.com/blog)
19:20:58	35314/35314	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Jul%202025%2023:59:42%20GMT	https://www.palomasouzaoff.com/blog/how-i-manage-my-time	C:/Users/Lucas/Site%20Paloma/www.palomasouzaoff.com/blog/how-i-manage-my-time.html	(from https://www.palomasouzaoff.com/blog)
19:20:58	953056/953056	---M--	200	added ('OK')	image/png	etag:%2209398af906e2f558362f87da237b73de%22	https://cdn.prod.website-files.com/60cb52c2404d62254c4e0481/630f5ad1f6f4071b48b1d8cd_THUMBNAIL%20WRAPPER-2%20copy.png	C:/Users/Lucas/Site%20Paloma/cdn.prod.website-files.com/60cb52c2404d62254c4e0481/630f5ad1f6f4071b48b1d8cd_THUMBNAIL%20WRAPPER-2%20copy.png	(from https://www.palomasouzaoff.com/blog)
19:20:58	6370/6370	---M--	502	error ('Bad%20Gateway')	text/html	date:Tue,%2022%20Jul%202025%2022:21:00%20GMT	https://www.palomasouzaoff.com/blog/execute-on-your-highest-leverage-action	C:/Users/Lucas/Site%20Paloma/www.palomasouzaoff.com/blog/execute-on-your-highest-leverage-action	(from https://www.palomasouzaoff.com/blog)
19:20:58	13934/13934	---M--	200	added ('OK')	image/png	etag:%22f7a5b14ee1d4abef1191740f897fe37a%22	https://cdn.prod.website-files.com/60cb52c2404d62254c4e0481/60cda28aadd247f98429991b_Cover_7_HighestLeverageAction.png	C:/Users/Lucas/Site%20Paloma/cdn.prod.website-files.com/60cb52c2404d62254c4e0481/60cda28aadd247f98429991b_Cover_7_HighestLeverageAction.png	(from https://www.palomasouzaoff.com/blog)
19:20:59	25463/25463	---MCZ	200	added ('OK')	text/html	date:Sat,%2019%20Jul%202025%2008:26:27%20GMT	https://www.palomasouzaoff.com/blog/anti-procrastination	C:/Users/Lucas/Site%20Paloma/www.palomasouzaoff.com/blog/anti-procrastination.html	(from https://www.palomasouzaoff.com/blog)
19:20:59	12487/12487	---M--	200	added ('OK')	image/png	etag:%22cccabe0b07d2133c31fa8b05419a5b82%22	https://cdn.prod.website-files.com/60cb52c2404d62254c4e0481/60cda2688faaef9d5625bd10_Cover_6_AntiProcrastination.png	C:/Users/Lucas/Site%20Paloma/cdn.prod.website-files.com/60cb52c2404d62254c4e0481/60cda2688faaef9d5625bd10_Cover_6_AntiProcrastination.png	(from https://www.palomasouzaoff.com/blog)
19:20:59	30116/30116	---MCZ	200	added ('OK')	text/html	date:Mon,%2021%20Jul%202025%2014:33:46%20GMT	https://www.palomasouzaoff.com/blog/lifestyle-design-2021	C:/Users/Lucas/Site%20Paloma/www.palomasouzaoff.com/blog/lifestyle-design-2021.html	(from https://www.palomasouzaoff.com/blog)
19:21:00	282931/282931	---M--	200	added ('OK')	image/png	etag:%22441619b89055c39a011c38819a24c341%22	https://cdn.prod.website-files.com/60cb52c2404d62254c4e0481/60cdc69b7d6b2226be01d17d_Cover_5_2021.png	C:/Users/Lucas/Site%20Paloma/cdn.prod.website-files.com/60cb52c2404d62254c4e0481/60cdc69b7d6b2226be01d17d_Cover_5_2021.png	(from https://www.palomasouzaoff.com/blog)
19:21:00	34829/34829	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Jul%202025%2012:30:51%20GMT	https://www.palomasouzaoff.com/blog/how-i-built-malaysians-who-make	C:/Users/Lucas/Site%20Paloma/www.palomasouzaoff.com/blog/how-i-built-malaysians-who-make.html	(from https://www.palomasouzaoff.com/blog)
19:21:00	159218/159218	---M--	200	added ('OK')	image/png	etag:%228e4317ca3f2fcbe8f179e41d4070e7ac%22	https://cdn.prod.website-files.com/60cb52c2404d62254c4e0481/60ce023ad03ed977d7c8937d_Cover_4_MWM.png	C:/Users/Lucas/Site%20Paloma/cdn.prod.website-files.com/60cb52c2404d62254c4e0481/60ce023ad03ed977d7c8937d_Cover_4_MWM.png	(from https://www.palomasouzaoff.com/blog)
19:21:01	28824/28824	---MCZ	200	added ('OK')	text/html	date:Sat,%2019%20Jul%202025%2008:49:05%20GMT	https://www.palomasouzaoff.com/blog/my-journey-of-learning-failing	C:/Users/Lucas/Site%20Paloma/www.palomasouzaoff.com/blog/my-journey-of-learning-failing.html	(from https://www.palomasouzaoff.com/blog)
19:21:01	47247/47247	---M--	200	added ('OK')	image/png	etag:%2277f2986b28bb59a33f3c6fb88442602c%22	https://cdn.prod.website-files.com/60cb52c2404d62254c4e0481/60cdc6a982d7084b8f490f54_Cover_3_Failure.png	C:/Users/Lucas/Site%20Paloma/cdn.prod.website-files.com/60cb52c2404d62254c4e0481/60cdc6a982d7084b8f490f54_Cover_3_Failure.png	(from https://www.palomasouzaoff.com/blog)
19:21:01	31078/31078	---MCZ	200	added ('OK')	text/html	date:Sun,%2020%20Jul%202025%2001:56:56%20GMT	https://www.palomasouzaoff.com/blog/native-lottie-animations	C:/Users/Lucas/Site%20Paloma/www.palomasouzaoff.com/blog/native-lottie-animations.html	(from https://www.palomasouzaoff.com/blog)
19:21:01	25535/25535	---M--	200	added ('OK')	image/png	etag:%2237d6658b0bbab1ce7dcf8aa8f7e8138d%22	https://cdn.prod.website-files.com/60cb52c2404d62254c4e0481/60ce025eadd2471c302ad049_Cover_2_Lottie.png	C:/Users/Lucas/Site%20Paloma/cdn.prod.website-files.com/60cb52c2404d62254c4e0481/60ce025eadd2471c302ad049_Cover_2_Lottie.png	(from https://www.palomasouzaoff.com/blog)
19:21:02	32545/32545	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Jul%202025%2016:13:24%20GMT	https://www.palomasouzaoff.com/blog/hackathon-learnings	C:/Users/Lucas/Site%20Paloma/www.palomasouzaoff.com/blog/hackathon-learnings.html	(from https://www.palomasouzaoff.com/blog)
19:21:02	241411/241411	---M--	200	added ('OK')	image/png	etag:%226b52bc9e181e2aed92ce0f696c0e3eb6%22	https://cdn.prod.website-files.com/60cb52c2404d62254c4e0481/60ce026aa776ab53a61059b1_Cover_1_Hackathon.png	C:/Users/Lucas/Site%20Paloma/cdn.prod.website-files.com/60cb52c2404d62254c4e0481/60ce026aa776ab53a61059b1_Cover_1_Hackathon.png	(from https://www.palomasouzaoff.com/blog)
19:21:02	6370/6370	---M--	502	error ('Bad%20Gateway')	text/html	date:Tue,%2022%20Jul%202025%2022:21:03%20GMT	https://www.palomasouzaoff.com/topic/ui-ux-design	C:/Users/Lucas/Site%20Paloma/www.palomasouzaoff.com/topic/ui-ux-design	(from https://www.palomasouzaoff.com/blog)
19:21:03	89144/89144	---M--	200	added ('OK')	image/jpeg	etag:%2283c2eb046bd2583b64a3891031178130%22	https://cdn.prod.website-files.com/60cb52c2404d62254c4e0481/630f2bed09deecec73b9876f_kelly-sikkema-gcHFXsdcmJE-unsplash-2.jpg	C:/Users/Lucas/Site%20Paloma/cdn.prod.website-files.com/60cb52c2404d62254c4e0481/630f2bed09deecec73b9876f_kelly-sikkema-gcHFXsdcmJE-unsplash-2.jpg	(from https://www.palomasouzaoff.com/blog)
19:21:03	21168/21168	---MCZ	200	added ('OK')	text/html	date:Fri,%2018%20Jul%202025%2008:48:46%20GMT	https://www.palomasouzaoff.com/topic/solopreneurship	C:/Users/Lucas/Site%20Paloma/www.palomasouzaoff.com/topic/solopreneurship.html	(from https://www.palomasouzaoff.com/blog)
19:21:04	142470/142470	---M--	200	added ('OK')	image/jpeg	etag:%228fdb12e20687b9fbcaf1dbed60f5b1fd%22	https://cdn.prod.website-files.com/60cb52c2404d62254c4e0481/630f7a35edd15cb6fbf5cd33_thought-catalog-Nv-vx3kUR2A-unsplash-2.jpg	C:/Users/Lucas/Site%20Paloma/cdn.prod.website-files.com/60cb52c2404d62254c4e0481/630f7a35edd15cb6fbf5cd33_thought-catalog-Nv-vx3kUR2A-unsplash-2.jpg	(from https://www.palomasouzaoff.com/blog)
19:21:04	2318/2318	---MCZ	200	added ('OK')	text/javascript	etag:W/%22c5dadc25288793a9b9824ed25e25acb6%22	https://cdn.prod.website-files.com/60c5f64abe141da7260da0b9/js/webflow.7c3d24fe.9641c37e92e65aaf.js	C:/Users/Lucas/Site%20Paloma/cdn.prod.website-files.com/60c5f64abe141da7260da0b9/js/webflow.7c3d24fe.9641c37e92e65aaf.js	(from https://www.palomasouzaoff.com/about)
19:21:05	9998/9998	---M--	200	added ('OK')	image/png	etag:%220533d513d5191879cefc2f5b40188c80%22	https://cdn.prod.website-files.com/60c5f64abe141da7260da0b9/64f81b54aa4a07bb1accdd4d_DesignPrinciple_04.png	C:/Users/Lucas/Site%20Paloma/cdn.prod.website-files.com/60c5f64abe141da7260da0b9/64f81b54aa4a07bb1accdd4d_DesignPrinciple_04.png	(from https://www.palomasouzaoff.com/design)
19:21:05	7583/7583	---M--	200	added ('OK')	image/png	etag:%22be1315adfa541abade163b87ab080608%22	https://cdn.prod.website-files.com/60c5f64abe141da7260da0b9/64f81b53db7d721830966108_DesignPrinciple_03.png	C:/Users/Lucas/Site%20Paloma/cdn.prod.website-files.com/60c5f64abe141da7260da0b9/64f81b53db7d721830966108_DesignPrinciple_03.png	(from https://www.palomasouzaoff.com/design)
19:21:05	21909/21909	---M--	200	added ('OK')	image/png	etag:%22e1fc12e956b98b173fbf84028c8e02e0%22	https://cdn.prod.website-files.com/60c5f64abe141da7260da0b9/64f81b5398a7e2ef2f75fbee_DesignPrinciple_02.png	C:/Users/Lucas/Site%20Paloma/cdn.prod.website-files.com/60c5f64abe141da7260da0b9/64f81b5398a7e2ef2f75fbee_DesignPrinciple_02.png	(from https://www.palomasouzaoff.com/design)
19:21:05	10462/10462	---M--	200	added ('OK')	image/png	etag:%229402c5a7baeae8c1d2c612ff025f4e9a%22	https://cdn.prod.website-files.com/60c5f64abe141da7260da0b9/64f81b53694f17667854f460_DesignPrinciple_01.png	C:/Users/Lucas/Site%20Paloma/cdn.prod.website-files.com/60c5f64abe141da7260da0b9/64f81b53694f17667854f460_DesignPrinciple_01.png	(from https://www.palomasouzaoff.com/design)
19:21:06	54278/54278	---MCZ	200	added ('OK')	text/html	date:Thu,%2003%20Jul%202025%2015:44:26%20GMT	https://www.palomasouzaoff.com/design/fave-app-redesign	C:/Users/Lucas/Site%20Paloma/www.palomasouzaoff.com/design/fave-app-redesign.html	(from https://www.palomasouzaoff.com/design)
19:21:06	2281634/2281634	---M--	200	added ('OK')	image/png	etag:%22e0a670cdfd2f1238171cdc436cfa9945%22	https://cdn.prod.website-files.com/60c5f64abe141da7260da0b9/64f8196fae1357e4cd15c803_gooddesign-glow.png	C:/Users/Lucas/Site%20Paloma/cdn.prod.website-files.com/60c5f64abe141da7260da0b9/64f8196fae1357e4cd15c803_gooddesign-glow.png	(from https://www.palomasouzaoff.com/design)
19:21:07	41828/41828	---MCZ	200	added ('OK')	text/html	date:Wed,%2002%20Jul%202025%2012:34:29%20GMT	https://www.palomasouzaoff.com/design/fave-landing-page	C:/Users/Lucas/Site%20Paloma/www.palomasouzaoff.com/design/fave-landing-page.html	(from https://www.palomasouzaoff.com/design)
19:21:07	4602/4602	---M--	200	added ('OK')	image/png	etag:%2234756a0954cc5e1026f56bf75c348b9c%22	https://cdn.prod.website-files.com/60c5f64abe141da7260da0b9/650316b02478b8db38acea0c_daikin%20logo-2.png	C:/Users/Lucas/Site%20Paloma/cdn.prod.website-files.com/60c5f64abe141da7260da0b9/650316b02478b8db38acea0c_daikin%20logo-2.png	(from https://www.palomasouzaoff.com/design)
19:21:07	1243884/1243884	---M--	200	added ('OK')	image/png	etag:%22cd6cfab0b446ad4535c3da8abd0ef22b%22	https://cdn.prod.website-files.com/60c5f64abe141da7260da0b9/6503235fd8adcbfd54a7b1c9_cultiveat%201-2.png	C:/Users/Lucas/Site%20Paloma/cdn.prod.website-files.com/60c5f64abe141da7260da0b9/6503235fd8adcbfd54a7b1c9_cultiveat%201-2.png	(from https://www.palomasouzaoff.com/design)
19:21:08	865393/865393	---M--	200	added ('OK')	image/png	etag:%220da14b467866639da16c473f43d6afb0%22	https://cdn.prod.website-files.com/60c5f64abe141da7260da0b9/650be3fda691f4488dbcf8b4_Block%2002.png	C:/Users/Lucas/Site%20Paloma/cdn.prod.website-files.com/60c5f64abe141da7260da0b9/650be3fda691f4488dbcf8b4_Block%2002.png	(from https://www.palomasouzaoff.com/design)
19:21:08	2018197/2018197	---M--	200	added ('OK')	image/png	etag:%22bd98b15b94a860f9dd82bcee91ba6b8a%22	https://cdn.prod.website-files.com/60c5f64abe141da7260da0b9/650be3fb694bbef666391625_Block%2001.png	C:/Users/Lucas/Site%20Paloma/cdn.prod.website-files.com/60c5f64abe141da7260da0b9/650be3fb694bbef666391625_Block%2001.png	(from https://www.palomasouzaoff.com/design)
19:21:08	565241/565241	---M--	200	added ('OK')	image/png	etag:%22e5461a946301a6ea40eb5b64fa4640c8%22	https://cdn.prod.website-files.com/60c5f64abe141da7260da0b9/650be3ff3d24a43c5f7f4908_Block%2003.png	C:/Users/Lucas/Site%20Paloma/cdn.prod.website-files.com/60c5f64abe141da7260da0b9/650be3ff3d24a43c5f7f4908_Block%2003.png	(from https://www.palomasouzaoff.com/design)
19:21:08	296576/296576	---M--	200	added ('OK')	image/png	etag:%2262f0cc768d54de0d299f2c11f8eab00e%22	https://cdn.prod.website-files.com/60c5f64abe141da7260da0b9/650da654fb0f88e3a754c893_Block%2004.png	C:/Users/Lucas/Site%20Paloma/cdn.prod.website-files.com/60c5f64abe141da7260da0b9/650da654fb0f88e3a754c893_Block%2004.png	(from https://www.palomasouzaoff.com/design)
19:21:10	1098530/1098530	---M--	200	added ('OK')	image/png	etag:%224ed814ee48dcd1816be69c731e6f462a%22	https://cdn.prod.website-files.com/60c5f64abe141da7260da0b9/650be409437fd145ad3af7bc_Block%2007.png	C:/Users/Lucas/Site%20Paloma/cdn.prod.website-files.com/60c5f64abe141da7260da0b9/650be409437fd145ad3af7bc_Block%2007.png	(from https://www.palomasouzaoff.com/design)
19:21:10	2148132/2148132	---M--	200	added ('OK')	image/png	etag:%22a8b1b6257b230a70a4a03867135b0a80%22	https://cdn.prod.website-files.com/60c5f64abe141da7260da0b9/650be40390bacc4fb8f0f9f0_Block%2005.png	C:/Users/Lucas/Site%20Paloma/cdn.prod.website-files.com/60c5f64abe141da7260da0b9/650be40390bacc4fb8f0f9f0_Block%2005.png	(from https://www.palomasouzaoff.com/design)
19:21:10	703274/703274	---M--	200	added ('OK')	image/png	etag:%227cf014d9f6401b26d3075d4be84240c9%22	https://cdn.prod.website-files.com/60c5f64abe141da7260da0b9/650be5f43d24a43c5f81f25d_Block%2008.png	C:/Users/Lucas/Site%20Paloma/cdn.prod.website-files.com/60c5f64abe141da7260da0b9/650be5f43d24a43c5f81f25d_Block%2008.png	(from https://www.palomasouzaoff.com/design)
19:21:10	6370/6370	---M--	502	error ('Bad%20Gateway')	text/html	date:Tue,%2022%20Jul%202025%2022:21:11%20GMT	https://www.palomasouzaoff.com/%22https://cdn.prod.website-files.com/60c5f64abe141da7260da0b9/650be960aab5bdd3341b7118_CleanShot%202023-09-21%20at%20144647-poster-00001.jpg%22	C:/Users/Lucas/Site%20Paloma/www.palomasouzaoff.com/_https_/cdn.prod.website-files.com/60c5f64abe141da7260da0b9/650be960aab5bdd3341b7118_CleanShot%202023-09-21%20at%20144647-poster-00001.jpg_	(from https://www.palomasouzaoff.com/design)
19:21:10	44264/44264	---M--	200	added ('OK')	image/png	etag:%2234bf153695294aba590f37e260dd5b95%22	https://cdn.prod.website-files.com/60c5f64abe141da7260da0b9/650be65ac652f7e6a32c9183_Block%2009.png	C:/Users/Lucas/Site%20Paloma/cdn.prod.website-files.com/60c5f64abe141da7260da0b9/650be65ac652f7e6a32c9183_Block%2009.png	(from https://www.palomasouzaoff.com/design)
19:21:10	6370/6370	---M--	502	error ('Bad%20Gateway')	text/html	date:Tue,%2022%20Jul%202025%2022:21:12%20GMT	https://www.palomasouzaoff.com/%22https://cdn.prod.website-files.com/60c5f64abe141da7260da0b9/650beb6641fecbcd740d15ab_CleanShot%202023-09-21%20at%20150502-poster-00001.jpg%22	C:/Users/Lucas/Site%20Paloma/www.palomasouzaoff.com/_https_/cdn.prod.website-files.com/60c5f64abe141da7260da0b9/650beb6641fecbcd740d15ab_CleanShot%202023-09-21%20at%20150502-poster-00001.jpg_	(from https://www.palomasouzaoff.com/design)
19:21:11	499279/499279	---M--	200	added ('OK')	image/png	etag:%22dd2b67f88044cfae4e4724193e9c2289%22	https://cdn.prod.website-files.com/60c5f64abe141da7260da0b9/650be656fa78b97c70f02cd4_Block%2010.png	C:/Users/Lucas/Site%20Paloma/cdn.prod.website-files.com/60c5f64abe141da7260da0b9/650be656fa78b97c70f02cd4_Block%2010.png	(from https://www.palomasouzaoff.com/design)
19:21:11	440940/440940	---M--	200	added ('OK')	image/png	etag:%2295e011fb7b4976734692456c9528118e%22	https://cdn.prod.website-files.com/60c5f64abe141da7260da0b9/650be5ce933cd3d3467cf5d0_Block%2012.png	C:/Users/Lucas/Site%20Paloma/cdn.prod.website-files.com/60c5f64abe141da7260da0b9/650be5ce933cd3d3467cf5d0_Block%2012.png	(from https://www.palomasouzaoff.com/design)
19:21:12	656295/656295	---M--	200	added ('OK')	image/png	etag:%2223ceb2d305b4f8d6b08b807a28f12b63%22	https://cdn.prod.website-files.com/60c5f64abe141da7260da0b9/650be5de7566f085feba4eea_Block%2011.png	C:/Users/Lucas/Site%20Paloma/cdn.prod.website-files.com/60c5f64abe141da7260da0b9/650be5de7566f085feba4eea_Block%2011.png	(from https://www.palomasouzaoff.com/design)
19:21:12	9790/9790	---MCZ	200	added ('OK')	text/javascript	etag:W/%225ad43ca2a8b847a4a544dfcb4e4841ff%22	https://cdn.prod.website-files.com/60c5f64abe141da7260da0b9/js/webflow.schunk.49a2391d46a7592d.js	C:/Users/Lucas/Site%20Paloma/cdn.prod.website-files.com/60c5f64abe141da7260da0b9/js/webflow.schunk.49a2391d46a7592d.js	(from https://www.palomasouzaoff.com/contact)
19:21:12	2335/2335	---MCZ	200	added ('OK')	text/javascript	etag:W/%22487185ebdf1fa22954033bfcb8cbce7a%22	https://cdn.prod.website-files.com/60c5f64abe141da7260da0b9/js/webflow.ac1e0b50.4947bc099478d46f.js	C:/Users/Lucas/Site%20Paloma/cdn.prod.website-files.com/60c5f64abe141da7260da0b9/js/webflow.ac1e0b50.4947bc099478d46f.js	(from https://www.palomasouzaoff.com/contact)
19:21:13	2622/2622	---MCZ	200	added ('OK')	text/javascript	etag:W/%22138ec836086d7cceeb041ad0a7fe6d99%22	https://cdn.prod.website-files.com/60c5f64abe141da7260da0b9/js/webflow.a033d2aa.f7534db4caf1a178.js	C:/Users/Lucas/Site%20Paloma/cdn.prod.website-files.com/60c5f64abe141da7260da0b9/js/webflow.a033d2aa.f7534db4caf1a178.js	(from https://www.palomasouzaoff.com/faq)
19:21:13	14325/14325	---MCZ	200	added ('OK')	text/html	date:Fri,%2018%20Jul%202025%2015:09:44%20GMT	https://www.palomasouzaoff.com/notes/quantity-leads-to-quality	C:/Users/Lucas/Site%20Paloma/www.palomasouzaoff.com/notes/quantity-leads-to-quality.html	(from https://www.palomasouzaoff.com/notes)
19:21:14	14319/14319	---MCZ	200	added ('OK')	text/html	date:Mon,%2021%20Jul%202025%2008:22:53%20GMT	https://www.palomasouzaoff.com/notes/multiple-side-projects-yields-creativity	C:/Users/Lucas/Site%20Paloma/www.palomasouzaoff.com/notes/multiple-side-projects-yields-creativity.html	(from https://www.palomasouzaoff.com/notes)
19:21:14	14760/14760	---MCZ	200	added ('OK')	text/html	date:Sun,%2020%20Jul%202025%2012:32:36%20GMT	https://www.palomasouzaoff.com/notes/to-be-creative-is-to-write	C:/Users/Lucas/Site%20Paloma/www.palomasouzaoff.com/notes/to-be-creative-is-to-write.html	(from https://www.palomasouzaoff.com/notes)
19:21:14	6370/6370	---M--	502	error ('Bad%20Gateway')	text/html	date:Tue,%2022%20Jul%202025%2022:21:16%20GMT	https://www.palomasouzaoff.com/notes/everyone-needs-a-side-project	C:/Users/Lucas/Site%20Paloma/www.palomasouzaoff.com/notes/everyone-needs-a-side-project	(from https://www.palomasouzaoff.com/notes)
19:21:15	16329/16329	---MCZ	200	added ('OK')	text/html	date:Sun,%2020%20Jul%202025%2020:15:18%20GMT	https://www.palomasouzaoff.com/notes/the-future-belongs-to-deep-generalists	C:/Users/Lucas/Site%20Paloma/www.palomasouzaoff.com/notes/the-future-belongs-to-deep-generalists.html	(from https://www.palomasouzaoff.com/notes)
19:21:15	14166/14166	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Jul%202025%2023:44:36%20GMT	https://www.palomasouzaoff.com/notes/creation-is-permissionless	C:/Users/Lucas/Site%20Paloma/www.palomasouzaoff.com/notes/creation-is-permissionless.html	(from https://www.palomasouzaoff.com/notes)
19:21:15	14647/14647	---MCZ	200	added ('OK')	text/html	date:Sun,%2020%20Jul%202025%2014:15:00%20GMT	https://www.palomasouzaoff.com/notes/there-are-no-original-ideas	C:/Users/Lucas/Site%20Paloma/www.palomasouzaoff.com/notes/there-are-no-original-ideas.html	(from https://www.palomasouzaoff.com/notes)
19:21:15	6370/6370	---M--	502	error ('Bad%20Gateway')	text/html	date:Tue,%2022%20Jul%202025%2022:21:17%20GMT	https://www.palomasouzaoff.com/notes/creativity	C:/Users/Lucas/Site%20Paloma/www.palomasouzaoff.com/notes/creativity	(from https://www.palomasouzaoff.com/notes)
19:21:16	6370/6370	---M--	502	error ('Bad%20Gateway')	text/html	date:Tue,%2022%20Jul%202025%2022:21:17%20GMT	https://www.palomasouzaoff.com/notes/regret-minimisation	C:/Users/Lucas/Site%20Paloma/www.palomasouzaoff.com/notes/regret-minimisation	(from https://www.palomasouzaoff.com/notes)
19:21:16	14336/14336	---MCZ	200	added ('OK')	text/html	date:Tue,%2022%20Jul%202025%2018:21:44%20GMT	https://www.palomasouzaoff.com/notes/pareto-principle	C:/Users/Lucas/Site%20Paloma/www.palomasouzaoff.com/notes/pareto-principle.html	(from https://www.palomasouzaoff.com/notes)
19:21:17	15033/15033	---MCZ	200	added ('OK')	text/html	date:Tue,%2022%20Jul%202025%2019:14:32%20GMT	https://www.palomasouzaoff.com/notes/local-or-global	C:/Users/Lucas/Site%20Paloma/www.palomasouzaoff.com/notes/local-or-global.html	(from https://www.palomasouzaoff.com/notes)
19:21:17	15103/15103	---MCZ	200	added ('OK')	text/html	date:Tue,%2022%20Jul%202025%2011:29:42%20GMT	https://www.palomasouzaoff.com/notes/first-principles	C:/Users/Lucas/Site%20Paloma/www.palomasouzaoff.com/notes/first-principles.html	(from https://www.palomasouzaoff.com/notes)
19:21:17	15669/15669	---MCZ	200	added ('OK')	text/html	date:Fri,%2018%20Jul%202025%2013:43:14%20GMT	https://www.palomasouzaoff.com/notes/mental-models	C:/Users/Lucas/Site%20Paloma/www.palomasouzaoff.com/notes/mental-models.html	(from https://www.palomasouzaoff.com/notes)
19:21:17	14600/14600	---MCZ	200	added ('OK')	text/html	date:Fri,%2018%20Jul%202025%2014:04:40%20GMT	https://www.palomasouzaoff.com/notes/bookshelf	C:/Users/Lucas/Site%20Paloma/www.palomasouzaoff.com/notes/bookshelf.html	(from https://www.palomasouzaoff.com/notes)
19:21:18	17997/17997	---MCZ	200	added ('OK')	text/html	date:Sat,%2019%20Jul%202025%2008:47:43%20GMT	https://www.palomasouzaoff.com/terms-of-service	C:/Users/Lucas/Site%20Paloma/www.palomasouzaoff.com/terms-of-service.html	(from https://www.palomasouzaoff.com/notes)
19:21:18	11412/11412	---MCZ	200	added ('OK')	application/rss+xml	date:Sun,%2020%20Jul%202025%2017:17:42%20GMT	https://www.palomasouzaoff.com/blog/rss.xml	C:/Users/Lucas/Site%20Paloma/www.palomasouzaoff.com/blog/rss.xml	(from https://www.palomasouzaoff.com/blog/clickup-playbook)
19:21:18	17548/17548	---M--	200	added ('OK')	image/png	etag:%2296cfb9e55eea3b491e53966888e44c81%22	https://cdn.prod.website-files.com/60cb52c2404d62254c4e0481/67dd29cca5332e0018f78ac9_sticker_what.png	C:/Users/Lucas/Site%20Paloma/cdn.prod.website-files.com/60cb52c2404d62254c4e0481/67dd29cca5332e0018f78ac9_sticker_what.png	(from https://www.palomasouzaoff.com/blog/clickup-playbook)
19:21:19	18986/18986	---M--	200	added ('OK')	image/png	etag:%2256ad21f7a0f9e218a4ad33c6dfe0f009%22	https://cdn.prod.website-files.com/60cb52c2404d62254c4e0481/67dd29cc1d68da2f669b0119_sticker_why.png	C:/Users/Lucas/Site%20Paloma/cdn.prod.website-files.com/60cb52c2404d62254c4e0481/67dd29cc1d68da2f669b0119_sticker_why.png	(from https://www.palomasouzaoff.com/blog/clickup-playbook)
19:21:19	14388/14388	---M--	200	added ('OK')	image/png	etag:%22d710236dd9610dbbe87656b57da920d1%22	https://cdn.prod.website-files.com/60cb52c2404d62254c4e0481/67dd29ccd060d15977c53b19_sticker_how.png	C:/Users/Lucas/Site%20Paloma/cdn.prod.website-files.com/60cb52c2404d62254c4e0481/67dd29ccd060d15977c53b19_sticker_how.png	(from https://www.palomasouzaoff.com/blog/clickup-playbook)
19:21:20	335813/335813	---M--	200	added ('OK')	image/png	etag:%22244682d90ee8425c017c64c2b43aebf2%22	https://cdn.prod.website-files.com/60cb52c2404d62254c4e0481/67dd29cc78cd36daf54127c8_CleanShot_2025-03-21_at_12.56.21_2x.png	C:/Users/Lucas/Site%20Paloma/cdn.prod.website-files.com/60cb52c2404d62254c4e0481/67dd29cc78cd36daf54127c8_CleanShot_2025-03-21_at_12.56.21_2x.png	(from https://www.palomasouzaoff.com/blog/clickup-playbook)
